dtype,total_mb,subarray,detector,crsplit,x_size,pctecorr,mem_bin,memory,instr,drizcorr,wallclock,n_files,timestamp,x_files,ipst
0,0.0,1,0,0,-1.3498008528204737,0,0,0.454696,1,0,18.0,2,1620740441,-0.28988624880095043,la9k01x0q
1,9.0,0,0,2,0.15019368112963088,0,0,0.680556,0,1,92.0,9,1620740441,1.975929531274675,j8qo30030
0,9.0,1,0,0,0.15019368112963088,0,0,0.45552,1,0,10.0,2,1620740441,-0.28988624880095043,lb1o08glq
0,24.0,0,0,0,0.7026029302238583,0,0,0.584088,3,1,51.0,2,1620740441,-0.28988624880095043,ib2k07a9q
0,0.0,1,0,0,-1.3498008528204737,0,0,0.45573199999999997,1,0,24.0,2,1620740441,-0.28988624880095043,la9k03amq
0,0.0,1,0,0,-1.3498008528204737,0,0,0.454588,1,0,17.0,2,1620740441,-0.28988624880095043,la7t01ozq
0,0.0,1,0,0,-1.3498008528204737,0,0,0.455916,1,0,12.0,2,1620740441,-0.28988624880095043,la8k01fjq
0,34.0,0,1,2,0.8994476926639713,1,1,2.0468040000000003,0,1,1782.0,2,1620740441,-0.28988624880095043,j8i0bafcq
0,9.0,1,1,2,0.15019368112963088,1,0,1.260948,3,1,199.0,2,1620740441,-0.28988624880095043,ibfy01akq
0,1.0,1,0,0,-0.8807389346057599,0,0,0.4555,1,0,21.0,2,1620740441,-0.28988624880095043,la9k02zyq
0,5.0,1,0,0,-0.16845467628818533,0,0,0.488296,3,1,28.0,2,1620740441,-0.28988624880095043,ibh713f2q
0,34.0,0,1,2,0.8994476926639713,1,1,2.044844,0,1,2051.0,2,1620740441,-0.28988624880095043,j8i0b5t5q
0,1.0,1,1,2,-0.8807389346057599,0,0,0.46303599999999995,0,1,29.0,2,1620740441,-0.28988624880095043,j8ivb1rbq
0,1.0,0,0,0,-0.8807389346057599,0,0,1.517144,1,0,73.0,3,1620740441,0.6765321553240086,la8m02o8q
0,34.0,0,1,2,0.8994476926639713,1,1,2.071216,0,1,2848.0,2,1620740441,-0.28988624880095043,j8i0c1wsq
0,34.0,0,1,2,0.8994476926639713,1,1,2.06018,0,1,1922.0,2,1620740441,-0.28988624880095043,j8i0cpa9q
0,24.0,0,0,0,0.7026029302238583,0,0,0.5838479999999999,3,1,45.0,2,1620740441,-0.28988624880095043,ib2k21atq
0,0.0,1,0,0,-1.3498008528204737,0,0,0.455176,1,0,21.0,2,1620740441,-0.28988624880095043,la9k01s6q
0,34.0,0,1,2,0.8994476926639713,1,1,2.044104,0,1,2470.0,2,1620740441,-0.28988624880095043,j8i0b9qrq
0,0.0,0,0,0,-1.3498008528204737,0,0,0.454892,1,0,17.0,2,1620740441,-0.28988624880095043,laa006y9q
0,18.0,0,0,0,0.5396860506200547,0,0,0.56318,3,1,74.0,2,1620740441,-0.28988624880095043,ib3y01c6q
0,34.0,0,1,2,0.8994476926639713,1,1,2.0442560000000003,0,1,1761.0,2,1620740441,-0.28988624880095043,j8i0afawq
0,1.0,0,0,0,-0.8807389346057599,0,0,1.517584,1,0,58.0,3,1620740441,0.6765321553240086,la8o14x8q
0,34.0,0,1,2,0.8994476926639713,1,1,2.0724,0,1,2191.0,2,1620740441,-0.28988624880095043,j8i0bwu7q
0,0.0,1,0,0,-1.3498008528204737,0,0,0.45514799999999994,1,0,14.0,2,1620740441,-0.28988624880095043,laa006yjq
0,35.0,0,0,0,0.9157849723713207,0,0,0.6176119999999999,3,0,51.0,2,1620740441,-0.28988624880095043,ibcu7kfwq
1,138.0,0,1,2,1.6739424616173177,1,1,4.233796,0,1,6621.0,9,1620740441,1.975929531274675,j8r801010
